licitacao_contrato,id,data,catmat_id,quantidade,unidade,valor_unitario,valor_total,municipio_uasg,municipio_fornecedor,distancia_uasg_fornecedor
1,20011205000012023,2023-01-03,445485,3000,Garrafão            ,7.59,22770.0,13897,13897,0.0
2,20011205000012023,2023-01-03,445485,600,Garrafão            ,11.68,7008.0,13897,14214,234.684
3,20011205000012023,2023-01-03,445485,600,Garrafão            ,9.33,5600.0,13897,14214,234.684
5,20011205000012023,2023-01-03,445485,600,Garrafão            ,11.68,7008.0,13897,14214,234.684
12,20011805000052022,2022-10-26,445485,50,Garrafão            ,16.85,842.5,75353,77011,485.455
1,20013105000042022,2022-04-29,445485,3070,Garrafão            ,9.45,29011.5,35,35,0.0
6,20035805000022023,2023-02-23,445485,2500,Garrafão            ,6.0,15000.0,27855,27855,0.0
1,20035805000042022,2022-02-17,445485,2400,Garrafão            ,4.0,9600.0,27855,27855,0.0
1,20037005000052022,2022-07-29,445485,360,Garrafão            ,13.0,4680.0,81051,58858,805.38
3,20037005000052022,2022-07-29,445485,3600,Garrafão            ,9.91,35690.0,81051,58858,805.38
4,20037005000052022,2022-07-29,445485,600,Garrafão            ,12.5,7500.0,81051,58858,805.38
5,20037005000052022,2022-07-29,445485,400,Garrafão            ,12.5,5000.0,81051,58858,805.38
7,20037005000052022,2022-07-29,445485,1000,Garrafão            ,10.49,10490.0,81051,81612,77.064
8,20037005000052022,2022-07-29,445485,500,Garrafão            ,11.0,5500.0,81051,58858,805.38
1,20039205000022022,2022-03-10,445485,1200,Garrafão            ,11.99,14388.0,13897,13897,0.0
2,20039205000022022,2022-03-10,445485,540,Garrafão            ,12.0,6480.0,13897,13897,0.0
3,25700305000452022,2022-06-07,445485,11000,Garrafão            ,6.5,71500.0,4154,4278,16.381
3,25700505000142022,2022-05-31,445485,5000,Garrafão            ,6.99,34950.0,4154,4278,16.381
1,25703405000092022,2022-03-16,445485,1080,Garrafão            ,10.0,10800.0,9210,8036,485.139
1,38921605000032022,2022-09-05,445485,5,Garrafão            ,18.0,90.0,97012,97012,0.0
1,38929705000562022,2022-12-22,445485,2340,Garrafão            ,13.49,31566.6,71072,71072,0.0
1,39302005002002022,2022-06-24,445485,1073,Garrafão            ,8.53,9152.69,90670,90670,0.0
2,41300405000122022,2022-12-15,445485,491,Garrafão            ,12.0,5892.0,75353,82333,254.496
1,51067705000072022,2022-02-15,445485,5760,Garrafão            ,7.99,46022.4,25313,31054,398.772
1,51067705000112022,2022-02-21,445485,10320,Garrafão            ,9.98,102994.0,25313,31054,398.772
1,51067705000312022,2022-04-05,445485,1,Garrafão            ,26733.0,26733.0,25313,12190,935.089
3,51067705000352022,2022-05-30,445485,120,Garrafão            ,7.24,868.8,25313,17795,241.404
5,51067705000352022,2022-05-30,445485,120,Garrafão            ,7.24,868.8,25313,17795,241.404
6,51067705000352022,2022-05-30,445485,200,Garrafão            ,7.24,1448.0,25313,17795,241.404
9,51067705000352022,2022-05-30,445485,120,Garrafão            ,7.24,868.8,25313,17795,241.404
12,51067705000352022,2022-05-30,445485,120,Garrafão            ,7.24,868.8,25313,17795,241.404
13,51067705000352022,2022-05-30,445485,120,Garrafão            ,7.24,868.8,25313,17795,241.404
1,51067705000452022,2022-06-09,445485,5000,Garrafão            ,7.05,35299.5,25313,21750,103.912
1,51067705000702022,2022-09-23,445485,5000,Garrafão            ,10.45,52250.0,25313,31054,398.772
1,51067705000732022,2022-09-28,445485,4000,Garrafão            ,13.45,53800.0,25313,31054,398.772
1,92618205000022023,2023-02-13,445485,1440,Garrafão            ,11.37,16372.8,71072,71072,0.0
1,92618205000052022,2022-01-28,445485,1440,Garrafão            ,10.58,15246.0,71072,71072,0.0
30,92626505000062022,2022-03-25,445485,10,Garrafão            ,20.0,200.0,38490,38490,0.0
