codigo,descricao,codigo_grupo
8435,CALÇADOS FEMININOS                                                                                                      ,84
8440,"MEIAS, LUVAS E OUTROS COMPLEMENTOS DO VESTUARIO MASCULINO                                                               ",84
8445,"MEIAS, LUVAS E OUTROS COMPLEMENTOS DO VESTUÁRIO FEMININO                                                                ",84
8450,VESTUÁRIO INFANTO-JUVENIL E COMPLEMENTOS                                                                                ,84
8455,DISTINTIVOS E INSÍGNIAS                                                                                                 ,84
8460,BAGAGENS                                                                                                                ,84
8465,EQUIPAMENTOS INDIVIDUAIS                                                                                                ,84
8470,ROUPAS DE PROTEÇÃO CONTRA PROJÉTEIS                                                                                     ,84
8475,VESTUÁRIO ESPECIALIZADO PARA VÔO E ACESSÓRIOS                                                                           ,84
8510,"PERFUMES, ARTIGOS PARA TOALETE E TOUCADOR                                                                               ",85
8520,"SABONETES, ARTIGOS PARA BARBEAR E DENTIFRÍCIOS                                                                          ",85
8530,ARTIGOS PARA HIGIENE PESSOAL                                                                                            ,85
8540,ARTIGOS DE PAPEL PARA HIGIENE                                                                                           ,85
8710,FORRAGENS E ALIMENTOS                                                                                                   ,87
8720,FERTILIZANTES                                                                                                           ,87
8730,SEMENTES E MUDAS DE PLANTAS                                                                                             ,87
8810,"ANIMAIS VIVOS, CRIADOS PARA ALIMENTAÇÃO                                                                                 ",88
8820,"ANIMAIS VIVOS, NÃO CRIADOS PARA ALIMENTAÇÃO                                                                             ",88
8905,"CARNES, AVES E PEIXES                                                                                                   ",89
8910,OVOS E LATICÍNIOS                                                                                                       ,89
8915,"FRUTAS, VERDURAS E LEGUMES                                                                                              ",89
8920,PRODUTOS DE PANIFICAÇÃO E CEREAIS                                                                                       ,89
8925,"AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES                                                                         ",89
8930,"GELEIAS, CONSERVAS E GELATINAS                                                                                          ",89
8935,SOPAS E CALDOS                                                                                                          ,89
8940,ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS                                                                ,89
8945,ÓLEOS E GORDURAS COMESTÍVEIS                                                                                            ,89
8950,CONDIMENTOS E PRODUTOS CORRELATOS                                                                                       ,89
8955,"CAFÉ, CHÁ E CHOCOLATE                                                                                                   ",89
8960,BEBIDAS NÃO ALCOÓLICAS                                                                                                  ,89
8965,BEBIDAS ALCOÓLICAS                                                                                                      ,89
8970,RAÇÕES EMBALADAS                                                                                                        ,89
8975,PRODUTOS DE TABACO                                                                                                      ,89
9110,COMBUSTÍVEIS SÓLIDOS                                                                                                    ,91
9130,COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO                                                                  ,91
9135,COMBUSTÍVEIS PROPELENTES LÍQUIDOS E OXIDANTES Á BASE QUÍMICA                                                            ,91
9140,ÓLEOS COMBUSTÍVEIS                                                                                                      ,91
9150,"ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO E SISTEMAS  HIDRÁULICOS                                                         ",91
9160,"CERAS, ÓLEOS E GORDURAS DIVERSOS                                                                                        ",91
9310,PAPÉIS E PAPELÕES                                                                                                       ,93
9320,ARTIGOS DE BORRACHA                                                                                                     ,93
9330,ARTIGOS DE PLÁSTICO                                                                                                     ,93
9340,ARTIGOS DE VIDRO                                                                                                        ,93
9350,MATERIAIS REFRATÁRIOS E DE ACABAMENTO SUPERFICIAL CONTRA  FOGO                                                          ,93
9390,PRODUTOS DIVERSOS NÃO METÁLICOS                                                                                         ,93
9410,MATÉRIAS-PRIMAS DE ORIGEM VEGETAL                                                                                       ,94
9420,"FIBRAS VEGETAIS, ANIMAIS E SINTÉTICAS                                                                                   ",94
9430,"MATÉRIAS-PRIMAS DIVERSAS DE ORIGEM ANIMAL, NÃO COMESTÍVEIS                                                              ",94
9440,"MATÉRIAS-PRIMAS DIVERSAS, FLORESTAIS E AGRÍCOLAS                                                                        ",94
9450,"RESÍDUOS NAO METÁLICOS, EXCETO OS TÊXTEIS                                                                               ",94
9505,"ARAMES DE FERRO E DE AÇO, NÃO UTILIZÁVEIS EM ELETRICIDADE                                                               ",95
9510,BARRAS E VERGALHÕES DE FERRO E DE AÇO                                                                                   ,95
9515,"PLACAS, CHAPAS, FITAS E LAMINADOS FINOS DE FERRO E DE AÇO                                                               ",95
9520,PERFIS ESTRUTURAIS DE FERRO E AÇO                                                                                       ,95
9525,"ARAMES DE METAL NÃO FERROSO, NÃO UTILIZÁVEIS EM ELETRICIDADE                                                            ",95
9530,BARRAS E VERGALHÕES DE METAIS NÃO FERROSOS                                                                              ,95
9535,"PLACAS, CHAPAS, FITAS E LAMINADOS FINOS DE METAIS NÃO  FERROSOS                                                         ",95
9540,PERFIS ESTRUTURAIS DE METAIS NÃO FERROSOS                                                                               ,95
9545,"PLACAS, CHAPAS, FITAS E LAMINADOS FINOS DE METAIS PRECIOSOS                                                             ",95
9610,MINÉRIOS                                                                                                                ,96
9620,MINERAIS NATURAIS E SINTÉTICOS                                                                                          ,96
9630,ADITIVOS METÁLICOS E LIGAS BÁSICAS                                                                                      ,96
9640,PRODUTOS SEMI-ACABADOS E PRODUTOS PRIMÁRIOS DE  FERRO  E DE AÇO                                                         ,96
9650,REFINADOS E PRODUTOS SEMI-ACABADOS DE  METAIS  BÁSICOS  NÃO FERROSOS                                                    ,96
9660,METAIS PRECIOSOS EM SUAS FORMAS PRIMÁRIAS                                                                               ,96
9670,SUCATA DE FERRO E DE AÇO                                                                                                ,96
9680,SUCATA DE METAIS NÃO FERROSOS                                                                                           ,96
9905,"CARTAZES, MOSTRUÁRIOS E PLACAS DE IDENTIFICAÇÃO                                                                         ",99
9910,ARTIGOS DE JOALHERIA                                                                                                    ,99
9915,ARTIGOS PARA COLECIONADORES E/OU HISTÓRICOS                                                                             ,99
9920,ARTIGOS PARA FUMANTES                                                                                                   ,99
9925,EQUIPAMENTOS E ARTIGOS RELIGIOSOS                                                                                       ,99
9930,EQUIPAMENTOS E ARTIGOS MORTUÁRIOS E DE CEMITÉRIO                                                                        ,99
9998,SERVICO                                                                                                                 ,99
9999,ITENS DIVERSOS                                                                                                          ,99
